koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_model_snr,koi_teq,kepid,kepoi_name,koi_disposition,koi_pdisposition
0.334,0,0,0,0,200.0,0.537,7.27,421.0,23.0,878.0,11246364,K00539.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,15.77980122,0.025,4.0369,541.0,39.4,713.0,9570741,K00586.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,14.03490255,0.66,3.638,852.0,60.9,641.0,9607164,K00587.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,10.35586478,0.178,2.8431,661.0,49.5,620.0,9631762,K00588.01,CONFIRMED,CANDIDATE
0.994,0,0,0,0,22.34296483,0.031,6.66405,5610.0,1118.9,785.0,6462863,K00094.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,11.38840217,0.243,3.6949,438.0,34.7,979.0,9782691,K00590.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,20.5498184,0.649,5.5484,1560.0,123.1,657.0,11709124,K00435.01,CONFIRMED,CANDIDATE
0.334,0,0,0,0,934.0941846,0.4948,17.489,8710.0,135.5,177.0,11709124,K00435.02,CANDIDATE,CANDIDATE
0.804,0,0,0,0,199.8392053,0.811,4.378,44500.0,590.6,276.0,11805075,K00436.01,CANDIDATE,CANDIDATE
0.471,1,0,0,0,17.4217322,0.415,4.718,208.0,9.3,727.0,11599038,K01437.03,FALSE POSITIVE,FALSE POSITIVE
0.0,0,0,0,0,15.84132627,0.891,1.8215,31100.0,135.8,575.0,11824222,K00437.01,CANDIDATE,CANDIDATE
1.0,0,0,0,0,5.931196562,0.886,2.4999,1010.0,90.5,562.0,12302530,K00438.01,CONFIRMED,CANDIDATE
0.0,0,0,0,0,0.837491225,0.022,1.796,190.0,189.5,1980.0,11904151,K00072.01,CONFIRMED,CANDIDATE
0.987,0,0,0,0,7.40611676,0.077,2.8826,418.0,49.6,678.0,3239945,K00490.03,CONFIRMED,CANDIDATE
0.997,0,0,0,0,21.803708,0.568,3.369,246.0,18.5,473.0,3239945,K00490.04,CONFIRMED,CANDIDATE
0.0,0,0,1,0,4.66229074,1.197,3.73,345.0,29.8,1166.0,3541800,K00491.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,29.9111886,0.041,6.6436,942.0,50.8,541.0,3559935,K00492.01,CONFIRMED,CANDIDATE
0.0,0,1,1,1,2.908453928,1.195,2.5363,428.0,40.4,1181.0,3834360,K00493.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,25.69581456,0.68,4.0251,1130.0,45.1,314.0,3966801,K00494.01,CONFIRMED,CANDIDATE
0.0,0,1,1,0,25.70280003,1.27,3.1644,5620.0,67.9,562.0,11521048,K00540.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,13.64617478,0.115,3.4098,633.0,43.4,678.0,11656721,K00541.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.213668926,0.021,3.98235,728.0,346.9,1515.0,11853905,K00007.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,8.13121389,0.622,4.2386,112.0,55.3,1117.0,5866724,K00085.03,CONFIRMED,CANDIDATE
0.999,0,0,0,0,41.8854433,0.917,6.763,687.0,47.0,540.0,11669239,K00542.01,CONFIRMED,CANDIDATE
0.992,0,0,0,0,13.81733587,0.967,4.261,223.0,20.4,781.0,11669239,K00542.02,CONFIRMED,CANDIDATE
0.9,0,0,0,0,52.8148051,0.002,7.309,554.0,27.4,562.0,10600261,K00597.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,8.30783912,0.019,3.1516,778.0,66.4,751.0,10656823,K00598.01,CONFIRMED,CANDIDATE
0.999,0,0,0,0,34.0963441,0.386,3.896,473.0,21.5,469.0,10656823,K00598.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,6.45442931,0.749,2.6772,586.0,45.3,999.0,10676824,K00599.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.595769013,0.496,3.1569,384.0,45.9,1296.0,10718726,K00600.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,52.6615266,0.682,3.1592,1080.0,38.4,271.0,12302530,K00438.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,1.902208647,0.116,2.19877,2340.0,363.2,1346.0,12470954,K00439.01,CONFIRMED,CANDIDATE
0.991,0,0,0,0,20.605501,0.705,3.793,37.1,11.1,806.0,6268648,K01613.03,CANDIDATE,CANDIDATE
1.0,0,0,0,0,15.90688891,0.014,3.9879,925.0,75.0,588.0,2438264,K00440.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.973455252,0.817,1.6519,742.0,65.4,867.0,2438264,K00440.02,CONFIRMED,CANDIDATE
0.0,0,0,1,1,30.5528972,1.216,5.269,865.0,35.6,670.0,3340312,K00441.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,0,1,1,4.804469031,0.979,3.4587,744.0,67.3,953.0,4049108,K00495.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,1.616883373,0.856,1.6325,437.0,43.9,1774.0,4454752,K00496.01,CONFIRMED,CANDIDATE
0.498,0,0,0,0,9.5539134,0.142,5.261,26.8,13.1,1012.0,8212002,K02593.02,CANDIDATE,CANDIDATE
1.0,0,0,0,0,13.19322809,0.005,5.0036,586.0,50.9,862.0,4757437,K00497.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,10.31174786,0.747,3.1818,276.0,81.7,634.0,10187017,K00082.02,CONFIRMED,CANDIDATE
0.996,0,0,0,0,4.42535097,0.177,3.504,179.0,22.1,1240.0,4757437,K00497.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.302139338,0.652,2.0289,747.0,65.5,937.0,11823054,K00543.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.137845914,0.454,1.91,306.0,30.8,1041.0,11823054,K00543.02,CONFIRMED,CANDIDATE
0.57,0,0,0,0,6.77067637,0.127,5.982,65.8,19.6,1499.0,7017274,K03209.02,CANDIDATE,CANDIDATE
0.0,0,1,1,1,3.74782314,1.202,5.133,423.0,53.8,1253.0,11913012,K00544.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,1,0,1.09173174,0.334,1.9719,187.0,32.2,1488.0,11972666,K00545.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,20.68420772,0.488,6.4415,859.0,59.6,729.0,12058931,K00546.01,CONFIRMED,CANDIDATE
0.955,0,0,0,0,50.6985408,0.137,5.972,611.0,30.1,595.0,9782691,K00590.02,CONFIRMED,CANDIDATE
0.0,0,0,1,1,2.9926465,0.319,1.81,106.0,16.1,1170.0,9886221,K00591.01,FALSE POSITIVE,FALSE POSITIVE
0.866,0,0,0,0,0.589376952,0.491,1.71,80.7,11.4,2162.0,12366084,K00787.03,CANDIDATE,CANDIDATE
1.0,0,0,0,0,39.7529915,0.046,4.9641,549.0,40.9,568.0,9957627,K00592.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,9.99760285,0.851,3.4423,639.0,39.0,860.0,9958962,K00593.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,90.4117992,0.849,7.106,1270.0,35.4,413.0,9958962,K00593.02,CONFIRMED,CANDIDATE
0.982,0,0,0,0,13.54057461,0.18,4.4673,461.0,53.3,779.0,3745690,K00442.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,1.732346403,0.184,2.2139,182.0,41.2,1546.0,3745690,K00442.02,CONFIRMED,CANDIDATE
0.974,0,0,0,0,1.74610057,0.032,1.299,54.2,9.2,1689.0,9872283,K01815.02,CANDIDATE,CANDIDATE
0.868,0,0,0,0,7.0257409,0.812,2.245,191.0,21.2,969.0,3745690,K00442.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,16.21774917,0.336,4.9274,758.0,80.3,664.0,3833007,K00443.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,11.72291212,0.012,4.2064,492.0,58.8,766.0,3847138,K00444.01,CONFIRMED,CANDIDATE
0.334,0,0,0,0,8.661374,0.6469,2.972,160.0,4.7,945.0,4833135,K00498.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,9.66857386,0.8,2.4656,412.0,36.9,730.0,4847534,K00499.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,7.053527145,0.172,2.3982,1480.0,92.3,547.0,4852528,K00500.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,9.521644639,0.023,2.3569,1490.0,79.2,495.0,4852528,K00500.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.072146607,0.032,1.8732,539.0,44.9,722.0,4852528,K00500.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.645382149,0.154,2.0271,566.0,40.4,629.0,4852528,K00500.04,CONFIRMED,CANDIDATE
0.999,0,0,0,0,9.82578495,0.888,5.2498,433.0,38.1,935.0,12058931,K00546.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,25.30291816,0.04,4.4903,2110.0,117.7,535.0,12116489,K00547.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,21.30020491,0.075,4.0852,660.0,58.1,725.0,12600735,K00548.01,CONFIRMED,CANDIDATE
0.881,0,0,0,0,289.864067,0.856,7.565,529.0,57.4,257.0,10593626,K00087.01,CONFIRMED,CANDIDATE
0.0,0,1,1,0,10.29767658,1.194,6.649,656.0,57.0,1022.0,3437776,K00549.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,51.0674355,0.482,4.374,598.0,18.7,499.0,9958962,K00593.03,CONFIRMED,CANDIDATE
0.334,0,0,0,0,199.9976349,0.537,3.43,421.0,23.0,878.0,10294465,K00595.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,1.682695938,0.025,1.3867,704.0,75.4,750.0,10388286,K00596.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,17.30795548,0.0,5.1126,633.0,46.4,815.0,10600261,K00597.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,10.42367744,0.005,5.2257,777.0,204.4,1012.0,6462863,K00094.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,2.09227115,0.271,2.4062,208.0,30.0,1648.0,10600261,K00597.02,CONFIRMED,CANDIDATE
0.982,0,0,0,0,45.29422297,0.025,6.83,477.0,134.8,524.0,11904151,K00072.02,CONFIRMED,CANDIDATE
0.334,0,0,0,0,260.2071733,0.537,6.59,421.0,23.0,878.0,4384675,K00445.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,16.70920628,0.855,2.7052,840.0,40.4,500.0,4633570,K00446.01,CONFIRMED,CANDIDATE
0.895,0,0,0,0,28.55158187,0.623,4.1502,808.0,36.0,418.0,4633570,K00446.02,CONFIRMED,CANDIDATE
0.0,0,1,1,1,4.045057186,1.292,2.9954,753.0,62.2,1126.0,5021176,K00447.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,10.13958818,0.078,2.6446,1160.0,40.3,447.0,5640085,K00448.01,CONFIRMED,CANDIDATE
0.0,0,0,0,0,43.5859419,0.011,4.6814,1710.0,38.9,275.0,5640085,K00448.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,0.986785834,0.026,1.1879,450.0,51.5,1054.0,4852528,K00500.05,CONFIRMED,CANDIDATE
0.998,0,0,0,0,24.7962801,0.01,8.33,574.0,43.6,664.0,4951877,K00501.01,CANDIDATE,CANDIDATE
0.0,0,0,1,1,5.91037674,0.123,3.421,257.0,34.5,937.0,5282051,K00502.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,27.4536146,0.765,3.747,136.0,27.5,457.0,10187017,K00082.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,8.22241355,0.246,2.71,1470.0,67.0,558.0,5340644,K00503.01,CONFIRMED,CANDIDATE
0.0,1,0,1,0,0.635587392,1.151,4.7,148.0,40.9,2587.0,3437776,K00549.02,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,13.02363236,0.032,3.9734,607.0,50.5,743.0,4165473,K00550.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,11.6370303,0.066,3.3372,604.0,36.4,857.0,4270253,K00551.01,CONFIRMED,CANDIDATE
0.995,0,0,0,0,6.93650854,0.331,3.674,88.7,11.3,1305.0,5544450,K03226.02,CANDIDATE,CANDIDATE
1.0,0,0,0,0,5.68798675,0.663,2.2682,476.0,33.0,1088.0,4270253,K00551.02,CONFIRMED,CANDIDATE
0.059,0,1,0,0,3.055171082,1.204,1.6798,8670.0,143.2,1358.0,5122112,K00552.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,5.40426917,0.229,2.5315,861.0,40.5,1073.0,10973664,K00601.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,11.67894236,0.94,1.2641,1190.0,23.1,830.0,10973664,K00601.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,1.208462378,0.831,1.544,227.0,17.4,1767.0,10973664,K00601.03,CONFIRMED,CANDIDATE
0.994,0,0,0,0,2.85188338,0.578,2.666,115.0,10.1,1398.0,9141746,K00929.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,12.91385906,0.845,5.3685,488.0,40.5,849.0,12459913,K00602.01,CONFIRMED,CANDIDATE
0.953,0,0,0,0,54.31996151,0.497,8.5858,1980.0,291.3,584.0,6462863,K00094.03,CONFIRMED,CANDIDATE
0.0,0,1,0,0,252.0792347,1.283,3.9808,5580.0,104.1,318.0,5779852,K00449.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,0,1,0,27.04627886,0.962,2.666,901.0,48.8,636.0,6042214,K00450.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,0,1,1,3.723560726,0.954,3.435,540.0,58.9,1401.0,6200715,K00451.01,FALSE POSITIVE,FALSE POSITIVE
0.949,0,0,0,0,18.3848331,0.711,3.545,152.0,10.3,587.0,8226050,K01910.02,CANDIDATE,CANDIDATE
1.0,0,0,0,0,3.705991661,0.623,5.1658,501.0,100.3,1281.0,6291033,K00452.01,CONFIRMED,CANDIDATE
0.0,1,0,0,0,5.188671659,0.884,5.0534,549.0,331.6,2118.0,6889235,K00074.01,FALSE POSITIVE,FALSE POSITIVE
0.001,0,1,0,0,2.236100588,1.427,1.8643,27200.0,43.0,1255.0,6758917,K00453.01,FALSE POSITIVE,FALSE POSITIVE
0.932,0,0,0,0,40.606895,0.494,5.756,658.0,36.3,521.0,5461440,K00504.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,13.76710058,0.806,2.9105,685.0,41.6,595.0,5689351,K00505.01,CONFIRMED,CANDIDATE
0.976,0,0,0,0,2.2165905,0.703,1.0,28.7,2.8,1215.0,6779260,K02678.02,CANDIDATE,CANDIDATE
0.996,0,0,0,0,6.1954595,0.647,2.952,296.0,27.1,776.0,5689351,K00505.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.25058201,0.684,2.2537,218.0,24.0,962.0,5689351,K00505.03,CONFIRMED,CANDIDATE
0.998,0,0,0,0,8.34819209,0.799,2.835,289.0,22.1,702.0,5689351,K00505.04,CONFIRMED,CANDIDATE
0.0,0,0,1,1,2.399069173,0.649,3.2576,287.0,37.8,1354.0,5303551,K00553.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,3.65849707,0.906,2.573,4400.0,47.0,1583.0,5443837,K00554.01,CANDIDATE,CANDIDATE
0.146,1,0,0,0,91.172033,0.005,6.676,369.0,7.3,360.0,7692093,K03337.02,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,3.701765401,0.713,2.6061,288.0,35.9,1050.0,5709725,K00555.01,CONFIRMED,CANDIDATE
0.97,0,0,0,0,86.4943704,0.741,7.471,995.0,42.6,367.0,5709725,K00555.02,CONFIRMED,CANDIDATE
0.0,0,0,1,0,5.17968868,1.203,3.7256,122.0,48.4,972.0,7700871,K00088.01,FALSE POSITIVE,FALSE POSITIVE
0.963,0,0,0,0,51.84688984,0.681,4.7769,9640.0,257.2,413.0,9946525,K00398.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.180048081,0.047,2.4479,1770.0,124.3,957.0,9946525,K00398.02,CONFIRMED,CANDIDATE
0.04,1,0,1,0,68.832195,0.633,3.31,678.0,8.2,411.0,2716853,K01022.02,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,1.729367077,0.278,1.7442,484.0,44.7,1284.0,9946525,K00398.03,CONFIRMED,CANDIDATE
0.0,0,1,0,0,5.26640614,0.869,3.6163,59300.0,339.9,1163.0,7289157,K00399.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,1,0,44.18938922,1.03,6.8151,4290.0,102.0,537.0,2695110,K00400.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,29.00789166,0.761,5.0274,906.0,44.1,498.0,7098355,K00454.01,CONFIRMED,CANDIDATE
0.0,0,1,1,0,47.878243,1.076,4.066,910.0,30.9,317.0,7101828,K00455.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,2.433703498,0.952,0.975,258.0,10.2,1112.0,2832589,K01942.02,CANDIDATE,CANDIDATE
1.0,0,0,0,0,13.69942266,0.03,4.3409,1290.0,120.0,771.0,7269974,K00456.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.309381978,0.034,2.8977,311.0,42.3,1134.0,7269974,K00456.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.9213639,0.026,1.8806,761.0,77.7,868.0,7440748,K00457.01,CONFIRMED,CANDIDATE
0.981,0,0,0,0,87.0912594,0.845,7.0,1130.0,41.8,321.0,5689351,K00505.05,CONFIRMED,CANDIDATE
0.9,0,0,1,0,1.583160478,0.897,1.1935,733.0,97.7,1619.0,5780715,K00506.01,FALSE POSITIVE,FALSE POSITIVE
0.949,0,0,0,0,7.9788198,0.05,2.874,83.8,8.3,927.0,10793172,K02871.04,CANDIDATE,CANDIDATE
1.0,0,0,0,0,18.49234792,0.034,3.4744,1660.0,61.4,603.0,5812960,K00507.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,7.930583519,0.559,3.6083,826.0,89.9,899.0,6266741,K00508.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,7.07136119,0.658,2.757,65.7,22.4,719.0,10187017,K00082.04,CONFIRMED,CANDIDATE
0.0,0,1,1,1,9.50150926,1.237,6.852,510.0,34.8,843.0,5738496,K00556.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,15.65563866,0.304,3.9305,956.0,53.2,623.0,5774349,K00557.01,CONFIRMED,CANDIDATE
0.881,0,0,0,0,10.52286678,1.12,1.911,130.0,10.1,1008.0,10285631,K00331.02,CANDIDATE,CANDIDATE
1.0,0,0,0,0,9.17858526,0.582,2.1945,797.0,50.6,753.0,5978361,K00558.01,CONFIRMED,CANDIDATE
0.334,0,0,0,1,4.33144839,0.291,2.58,216.0,17.3,939.0,6422367,K00559.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,23.67513153,0.822,4.647,980.0,32.6,528.0,6501635,K00560.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,29.19899219,0.043,5.1227,2050.0,171.0,540.0,3217264,K00401.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,160.0191598,0.852,5.472,1550.0,49.6,306.0,3217264,K00401.02,CONFIRMED,CANDIDATE
0.334,1,0,0,0,7.05185637,0.537,3.69,421.0,23.0,878.0,8554498,K00005.02,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,10.85409593,0.422,3.7768,1030.0,252.8,765.0,6850504,K00070.01,CONFIRMED,CANDIDATE
0.997,0,0,0,0,55.3291399,0.209,6.918,326.0,21.8,436.0,3217264,K00401.03,CONFIRMED,CANDIDATE
0.0,0,1,0,0,17.17732821,0.267,7.6702,24400.0,1357.5,720.0,3342592,K00402.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,7.064252021,0.752,1.3867,729.0,52.5,769.0,7440748,K00457.02,CONFIRMED,CANDIDATE
0.933,0,0,0,0,53.71798494,0.93,4.104,3150.0,103.0,1550.0,7504328,K00458.01,CANDIDATE,CANDIDATE
0.029,1,0,0,0,43.501748,0.909,10.755,167.0,9.5,996.0,8219268,K02133.02,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,19.44639139,0.813,3.6227,926.0,82.4,681.0,7977197,K00459.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,6.91986988,0.819,3.4253,170.0,25.6,961.0,7977197,K00459.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,105.8817667,0.539,18.044,1560.0,301.8,595.0,7199397,K00075.01,CANDIDATE,CANDIDATE
1.0,0,0,0,0,16.6658994,0.429,4.1934,754.0,60.8,702.0,6266741,K00508.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.16696628,0.022,2.7535,878.0,80.1,1053.0,6381846,K00509.01,CONFIRMED,CANDIDATE
0.0,1,0,1,0,0.535224793,0.017,3.3402,229.0,48.8,1783.0,4367854,K02876.02,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,11.46347165,0.103,2.599,1050.0,56.5,752.0,6381846,K00509.02,CONFIRMED,CANDIDATE
0.0,0,0,0,0,39.6034,0.166,6.487,573.0,25.8,497.0,6381846,K00509.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,2.940304817,0.825,2.7226,472.0,51.8,1256.0,6422155,K00510.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,5.378868001,0.758,2.7222,483.0,60.6,833.0,6665695,K00561.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,15.28467725,0.774,6.0768,321.0,38.1,852.0,6707833,K00563.01,CONFIRMED,CANDIDATE
0.258,0,1,0,0,73.506021,0.473,5.734,486.0,11.3,471.0,9785921,K03372.02,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,21.05349939,0.008,7.1605,497.0,39.1,731.0,6786037,K00564.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,127.905412,0.47,14.475,4020.0,171.0,401.0,6786037,K00564.02,CONFIRMED,CANDIDATE
0.998,0,0,0,0,6.21716039,0.333,4.4289,211.0,25.0,1098.0,6786037,K00564.03,CONFIRMED,CANDIDATE
0.089,0,1,0,0,21.05647572,0.938,1.238,1290.0,52.1,732.0,4247092,K00403.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,1,0,31.80514278,1.289,7.6213,4680.0,161.3,553.0,4949751,K00404.01,FALSE POSITIVE,FALSE POSITIVE
0.819,0,0,0,0,4.57797412,0.343,2.862,125.0,9.6,1024.0,10157458,K01083.02,CANDIDATE,CANDIDATE
0.0,0,1,0,0,37.60936976,0.671,6.8615,27600.0,971.1,508.0,5003117,K00405.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,0,0,49.26678528,8.364,5.5692,8490.0,309.0,538.0,5035972,K00406.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,1,0,3.613757526,0.812,5.9128,4870.0,591.2,1182.0,5218441,K00407.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,7.381980206,0.096,3.1152,1430.0,101.6,876.0,5351250,K00408.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,17.58751692,0.106,4.3773,1380.0,109.4,706.0,8043638,K00460.01,CONFIRMED,CANDIDATE
0.69,0,0,0,0,3.01609637,0.7,1.57,196.0,8.1,795.0,8261920,K02174.04,CANDIDATE,CANDIDATE
0.0,0,1,1,1,11.34436822,1.183,5.558,586.0,52.2,703.0,8621348,K00461.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,0,1,0,1.576341127,0.01,3.1232,335.0,88.7,1797.0,8773869,K00462.01,FALSE POSITIVE,FALSE POSITIVE
0.001,0,0,0,0,18.47762694,0.712,1.94,2600.0,75.7,267.0,8845205,K00463.01,CONFIRMED,CANDIDATE
0.963,0,0,0,0,58.36205791,0.402,6.3363,5370.0,286.6,446.0,8890783,K00464.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,5.350156114,0.008,2.2647,765.0,87.1,989.0,8890783,K00464.02,CONFIRMED,CANDIDATE
0.867,0,0,0,0,21.9424316,0.413,7.447,72.7,10.7,797.0,6716545,K02906.03,CANDIDATE,CANDIDATE
1.0,0,0,0,0,6.38899658,0.876,3.5032,543.0,45.8,970.0,6422155,K00510.02,CONFIRMED,CANDIDATE
0.932,0,0,0,0,14.62709685,0.945,4.097,396.0,22.7,736.0,6422155,K00510.03,CONFIRMED,CANDIDATE
0.998,0,0,0,0,35.1184432,0.958,4.59,542.0,20.4,550.0,6422155,K00510.04,CONFIRMED,CANDIDATE
1.0,0,0,0,0,8.00579096,0.092,3.0549,630.0,69.2,956.0,6451936,K00511.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.26374378,0.368,2.2725,182.0,23.8,1179.0,6451936,K00511.02,CONFIRMED,CANDIDATE
0.246,0,0,0,0,330.025002,0.68,6.659,259.0,12.2,478.0,1723078,K07624.01,CANDIDATE,CANDIDATE
0.881,0,0,0,0,84.6877524,0.017,10.0248,348.0,95.1,611.0,8056665,K00089.01,CONFIRMED,CANDIDATE
0.0,0,0,1,1,2.340523247,0.725,3.156,175.0,37.2,1456.0,7025846,K00565.01,FALSE POSITIVE,FALSE POSITIVE
0.993,0,0,0,0,25.85499978,0.265,3.8737,611.0,31.7,637.0,7119481,K00566.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,10.68758211,0.818,3.3812,778.0,78.9,780.0,7445445,K00567.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,20.30303506,0.793,4.5038,533.0,44.7,630.0,7445445,K00567.02,CONFIRMED,CANDIDATE
0.186,0,0,1,0,39.0930875,0.862,5.687,476.0,10.1,602.0,8397947,K04772.03,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,12.56096618,0.022,3.7647,923.0,55.1,734.0,5351250,K00408.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,30.8261043,0.943,5.914,742.0,32.3,544.0,5351250,K00408.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.696121272,0.016,2.463,383.0,130.0,1095.0,6850504,K00070.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.42806306,0.082,2.417,178.0,16.6,1131.0,5351250,K00408.04,CONFIRMED,CANDIDATE
1.0,0,0,0,0,13.24931848,0.62,4.4859,648.0,87.8,806.0,5444548,K00409.01,CONFIRMED,CANDIDATE
1.0,0,0,1,0,22.4098677,0.869,2.271,69.8,11.9,489.0,10187017,K00082.06,FALSE POSITIVE,FALSE POSITIVE
0.334,0,0,1,0,363.706662,0.9315,8.553,1620.0,43.7,283.0,8891318,K00465.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,0,0,0,9.391039263,0.964,2.8386,2900.0,141.0,1068.0,9008220,K00466.01,CANDIDATE,CANDIDATE
1.0,0,0,0,0,18.00932214,0.55,4.9611,3000.0,245.2,658.0,9583881,K00467.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,22.18431824,0.032,3.0397,1590.0,87.6,546.0,9589524,K00468.01,CONFIRMED,CANDIDATE
0.0,0,0,0,0,77.4794704,0.019,10.1151,1240.0,72.6,778.0,9955262,K00076.01,CANDIDATE,CANDIDATE
0.0,0,1,1,0,0.80489537,0.537,0.92,421.0,23.0,878.0,8019043,K06048.02,FALSE POSITIVE,FALSE POSITIVE
0.174,1,0,0,0,276.3236015,0.706,9.8964,81.3,4.6,352.0,11775507,K06245.03,FALSE POSITIVE,FALSE POSITIVE
